index,filename,dimensions,format
618,6-3_output\cnt\u5c1\texture\u5c1_k0_g0006_d.dds,512x1024,BC1_UNORM
618,7-0_output\cnt\u5c1\texture\u5c1_k0_g0006_d.dds,512x1024,BC7_UNORM
619,6-3_output\cnt\u5c1\texture\u5c1_k0_g0007_d.dds,1024x1024,BC1_UNORM
619,7-0_output\cnt\u5c1\texture\u5c1_k0_g0007_d.dds,1024x1024,BC7_UNORM
620,6-3_output\cnt\u5c1\texture\u5c1_k0_g0009_d.dds,256x256,BC1_UNORM
620,7-0_output\cnt\u5c1\texture\u5c1_k0_g0009_d.dds,256x256,BC7_UNORM
621,6-3_output\cnt\u5c1\texture\u5c1_k1_mtl04_d.dds,512x512,BC1_UNORM
621,7-0_output\cnt\u5c1\texture\u5c1_k1_mtl04_d.dds,512x512,BC7_UNORM
622,6-3_output\cnt\u5c1\texture\u5c1_k2_mtl04_d.dds,512x512,BC1_UNORM
622,7-0_output\cnt\u5c1\texture\u5c1_k2_mtl04_d.dds,512x512,BC7_UNORM
623,6-3_output\cnt\u5c1\texture\u5c1_k3_mtl04_d.dds,512x512,BC1_UNORM
623,7-0_output\cnt\u5c1\texture\u5c1_k3_mtl04_d.dds,512x512,BC7_UNORM
624,6-3_output\cnt\u5c1\texture\u5c1_u0_g0001_d.dds,256x256,BC1_UNORM
624,7-0_output\cnt\u5c1\texture\u5c1_u0_g0001_d.dds,256x256,BC7_UNORM
625,6-3_output\cnt\u5c1\texture\u5c1_u0_stn06_d.dds,256x256,BC1_UNORM
625,7-0_output\cnt\u5c1\texture\u5c1_u0_stn06_d.dds,256x256,BC7_UNORM
626,6-3_output\cnt\w1c1\texture\w1c1_a1_coin1_d.dds,512x512,BC1_UNORM
626,7-0_output\cnt\w1c1\texture\w1c1_a1_coin1_d.dds,512x512,BC7_UNORM
627,6-3_output\cnt\w1c1\texture\w1c1_a1_coin3_d.dds,512x512,BC1_UNORM
627,7-0_output\cnt\w1c1\texture\w1c1_a1_coin3_d.dds,512x512,BC7_UNORM
628,6-3_output\cnt\w1c1\texture\w1c1_a1_taka1_d.dds,256x128,BC1_UNORM
628,7-0_output\cnt\w1c1\texture\w1c1_a1_taka1_d.dds,256x128,BC7_UNORM
629,6-3_output\c_fnc\0001\texture\f1h0_f_fnc0001_0b_d.dds,512x512,BC1_UNORM
629,7-0_output\c_fnc\0001\texture\f1h0_f_fnc0001_0b_d.dds,512x512,BC7_UNORM
630,6-3_output\c_fnc\0001\texture\f1h0_f_fnc0001_1b_d.dds,512x512,BC3_UNORM
630,7-0_output\c_fnc\0001\texture\f1h0_f_fnc0001_1b_d.dds,512x512,BC7_UNORM
631,6-3_output\c_fnc\0001\texture\s1h0_f_fnc0001_0a_d.dds,512x512,BC3_UNORM
631,7-0_output\c_fnc\0001\texture\s1h0_f_fnc0001_0a_d.dds,512x512,BC7_UNORM
632,6-3_output\c_fnc\0001\texture\s1h0_f_fnc0001_0b_d.dds,512x512,BC1_UNORM
632,7-0_output\c_fnc\0001\texture\s1h0_f_fnc0001_0b_d.dds,512x512,BC7_UNORM
633,6-3_output\c_fnc\0001\texture\w1h0_f_fnc0001_0a_d.dds,512x512,BC3_UNORM
633,7-0_output\c_fnc\0001\texture\w1h0_f_fnc0001_0a_d.dds,512x512,BC7_UNORM
634,6-3_output\c_fnc\0002\texture\s1h0_f_fnc0002_1b_d.dds,512x512,BC1_UNORM
634,7-0_output\c_fnc\0002\texture\s1h0_f_fnc0002_1b_d.dds,512x512,BC7_UNORM
635,6-3_output\c_fnc\0002\texture\w1h0_f_fnc0002_0b_d.dds,512x512,BC1_UNORM
635,7-0_output\c_fnc\0002\texture\w1h0_f_fnc0002_0b_d.dds,512x512,BC7_UNORM
636,6-3_output\c_fnc\0003\texture\e1h0_f_fnc0003_0a_n.dds,512x512,BC3_UNORM
636,7-0_output\c_fnc\0003\texture\e1h0_f_fnc0003_0a_n.dds,512x512,BC7_UNORM
637,6-3_output\c_fnc\0003\texture\s1h0_f_fnc0003_1b_d.dds,512x512,BC1_UNORM
637,7-0_output\c_fnc\0003\texture\s1h0_f_fnc0003_1b_d.dds,512x512,BC7_UNORM
638,6-3_output\c_fnc\0003\texture\w1h0_f_fnc0003_0a_d.dds,512x512,BC3_UNORM
638,7-0_output\c_fnc\0003\texture\w1h0_f_fnc0003_0a_d.dds,512x512,BC7_UNORM
639,6-3_output\c_fnc\0004\texture\f1h0_f_fnc0004_0b_d.dds,512x512,BC1_UNORM
639,7-0_output\c_fnc\0004\texture\f1h0_f_fnc0004_0b_d.dds,512x512,BC7_UNORM
640,6-3_output\c_fnc\0004\texture\r1h0_f_fnc0004_1b_d.dds,512x512,BC1_UNORM
640,7-0_output\c_fnc\0004\texture\r1h0_f_fnc0004_1b_d.dds,512x512,BC7_UNORM
641,6-3_output\c_fnc\0004\texture\w1h0_f_fnc0004a_0a_d.dds,512x512,BC3_UNORM
641,7-0_output\c_fnc\0004\texture\w1h0_f_fnc0004a_0a_d.dds,512x512,BC7_UNORM
642,6-3_output\c_fnc\0004\texture\w1h0_f_fnc0004a_0b_d.dds,512x512,BC3_UNORM
642,7-0_output\c_fnc\0004\texture\w1h0_f_fnc0004a_0b_d.dds,512x512,BC7_UNORM
645,6-3_output\dun\a2d2\texture\a2d2_a0_min02_n.dds,1024x1024,BC3_UNORM
645,7-0_output\dun\a2d2\texture\a2d2_a0_min02_n.dds,1024x1024,BC7_UNORM
646,6-3_output\dun\a2d2\texture\a2d2_a0_plt01_d.dds,2048x1024,BC1_UNORM
646,7-0_output\dun\a2d2\texture\a2d2_a0_plt01_d.dds,2048x1024,BC7_UNORM
647,6-3_output\dun\a2d2\texture\a2d2_a2_plt01_d.dds,512x512,BC1_UNORM
647,7-0_output\dun\a2d2\texture\a2d2_a2_plt01_d.dds,512x512,BC7_UNORM
648,6-3_output\dun\a2d2\texture\a2d2_a2_plt01_n.dds,512x512,BC3_UNORM
648,7-0_output\dun\a2d2\texture\a2d2_a2_plt01_n.dds,512x512,BC7_UNORM
649,6-3_output\dun\a2d2\texture\a2d2_v1_emv01_d.dds,256x256,BC1_UNORM
649,7-0_output\dun\a2d2\texture\a2d2_v1_emv01_d.dds,256x256,BC7_UNORM
650,6-3_output\dun\a2d2\texture\a2d2_v1_emv01_n.dds,256x256,BC3_UNORM
650,7-0_output\dun\a2d2\texture\a2d2_v1_emv01_n.dds,256x256,BC7_UNORM
651,6-3_output\dun\a2d2\texture\a2d2_v1_stn02_d.dds,1024x512,BC1_UNORM
651,7-0_output\dun\a2d2\texture\a2d2_v1_stn02_d.dds,1024x512,BC7_UNORM
652,6-3_output\dun\a2d2\texture\a2d2_v1_stn02_n.dds,1024x512,BC3_UNORM
652,7-0_output\dun\a2d2\texture\a2d2_v1_stn02_n.dds,1024x512,BC7_UNORM
653,6-3_output\dun\a2d2\texture\a2d2_v1_stn03_d.dds,2048x1024,BC1_UNORM
653,7-0_output\dun\a2d2\texture\a2d2_v1_stn03_d.dds,2048x1024,BC7_UNORM
654,6-3_output\dun\a2d2\texture\a2d2_v2_emv01_d.dds,512x512,BC1_UNORM
654,7-0_output\dun\a2d2\texture\a2d2_v2_emv01_d.dds,512x512,BC7_UNORM
655,6-3_output\dun\a2d2\texture\a2d2_v2_emv01_n.dds,512x512,BC3_UNORM
655,7-0_output\dun\a2d2\texture\a2d2_v2_emv01_n.dds,512x512,BC7_UNORM
656,6-3_output\dun\a2d2\texture\a2d2_v2_emv02_n.dds,512x512,BC3_UNORM
656,7-0_output\dun\a2d2\texture\a2d2_v2_emv02_n.dds,512x512,BC7_UNORM
657,6-3_output\dun\a2d2\texture\a2d2_v2_g0001_n.dds,256x256,BC3_UNORM
657,7-0_output\dun\a2d2\texture\a2d2_v2_g0001_n.dds,256x256,BC7_UNORM
658,6-3_output\dun\a2d2\texture\a2d2_v2_plt01_d.dds,1024x1024,BC1_UNORM
658,7-0_output\dun\a2d2\texture\a2d2_v2_plt01_d.dds,1024x1024,BC7_UNORM
659,6-3_output\dun\a2d2\texture\a2d2_v2_plt01_n.dds,1024x1024,BC3_UNORM
659,7-0_output\dun\a2d2\texture\a2d2_v2_plt01_n.dds,1024x1024,BC7_UNORM
660,6-3_output\dun\a2d2\texture\a2d2_v2_stn05_d.dds,512x512,BC1_UNORM
660,7-0_output\dun\a2d2\texture\a2d2_v2_stn05_d.dds,512x512,BC7_UNORM
661,6-3_output\dun\a2d2\texture\a2d2_v2_stn05_n.dds,512x512,BC3_UNORM
661,7-0_output\dun\a2d2\texture\a2d2_v2_stn05_n.dds,512x512,BC7_UNORM
662,6-3_output\dun\a2d2\texture\a2d2_v2_wod01_d.dds,512x512,BC1_UNORM
662,7-0_output\dun\a2d2\texture\a2d2_v2_wod01_d.dds,512x512,BC7_UNORM
663,6-3_output\dun\a2d2\texture\_a2d2_a0_plt01_d.dds,512x512,BC1_UNORM
663,7-0_output\dun\a2d2\texture\_a2d2_a0_plt01_d.dds,512x512,BC7_UNORM
664,6-3_output\dun\a2d2\texture\_a2d2_a0_plt03_d.dds,512x512,BC1_UNORM
664,7-0_output\dun\a2d2\texture\_a2d2_a0_plt03_d.dds,512x512,BC7_UNORM
665,6-3_output\dun\a2d2\texture\_a2d2_a0_plt05_d.dds,256x512,BC1_UNORM
665,7-0_output\dun\a2d2\texture\_a2d2_a0_plt05_d.dds,256x512,BC7_UNORM
666,6-3_output\dun\a2d2\texture\_a2d2_a0_plt07_d.dds,512x512,BC1_UNORM
666,7-0_output\dun\a2d2\texture\_a2d2_a0_plt07_d.dds,512x512,BC7_UNORM
667,6-3_output\dun\a2d2\texture\_a2d2_a0_plt09_d.dds,1024x2048,BC1_UNORM
667,7-0_output\dun\a2d2\texture\_a2d2_a0_plt09_d.dds,1024x2048,BC7_UNORM
669,6-3_output\dun\a2d3\texture\a2d3_b1_mtl01_d.dds,256x256,BC1_UNORM
669,7-0_output\dun\a2d3\texture\a2d3_b1_mtl01_d.dds,256x256,BC7_UNORM
670,6-3_output\dun\a2d3\texture\a2d3_b2_m0141_d.dds,512x512,BC1_UNORM
670,7-0_output\dun\a2d3\texture\a2d3_b2_m0141_d.dds,512x512,BC7_UNORM
671,6-3_output\dun\a2d3\texture\a2d3_b2_m151a_d.dds,512x512,BC1_UNORM
671,7-0_output\dun\a2d3\texture\a2d3_b2_m151a_d.dds,512x512,BC7_UNORM
672,6-3_output\dun\a2d3\texture\a2d3_b2_m151b_d.dds,512x512,BC1_UNORM
672,7-0_output\dun\a2d3\texture\a2d3_b2_m151b_d.dds,512x512,BC7_UNORM
673,6-3_output\dun\a2d4\texture\a2d4_u1_argm1_n.dds,512x512,BC3_UNORM
673,7-0_output\dun\a2d4\texture\a2d4_u1_argm1_n.dds,512x512,BC7_UNORM
674,6-3_output\dun\a2d4\texture\a2d4_u1_ixa01_d.dds,512x512,BC1_UNORM
674,7-0_output\dun\a2d4\texture\a2d4_u1_ixa01_d.dds,512x512,BC7_UNORM
675,6-3_output\dun\a2d4\texture\_a2d4_a3_mesh1_d.dds,256x512,BC1_UNORM
675,7-0_output\dun\a2d4\texture\_a2d4_a3_mesh1_d.dds,256x512,BC7_UNORM
676,6-3_output\dun\a2d4\texture\_a2d4_a3_pipe2_d.dds,1024x2048,BC1_UNORM
676,7-0_output\dun\a2d4\texture\_a2d4_a3_pipe2_d.dds,1024x2048,BC7_UNORM
677,6-3_output\dun\a2d4\texture\_a2d4_u3_deca1_d.dds,1024x256,BC1_UNORM
677,7-0_output\dun\a2d4\texture\_a2d4_u3_deca1_d.dds,1024x256,BC7_UNORM
679,6-3_output\dun\d2d1\texture\d2d1_r1_flor1_n.dds,512x512,BC3_UNORM
679,7-0_output\dun\d2d1\texture\d2d1_r1_flor1_n.dds,512x512,BC7_UNORM
680,6-3_output\dun\d2d1\texture\d2d1_r1_step1_n.dds,512x512,BC3_UNORM
680,7-0_output\dun\d2d1\texture\d2d1_r1_step1_n.dds,512x512,BC7_UNORM
681,6-3_output\dun\d2d1\texture\d2d1_r3_floo1_n.dds,512x512,BC3_UNORM
681,7-0_output\dun\d2d1\texture\d2d1_r3_floo1_n.dds,512x512,BC7_UNORM
682,6-3_output\dun\d2d1\texture\d2d1_u1_clud1_d.dds,512x512,BC1_UNORM
682,7-0_output\dun\d2d1\texture\d2d1_u1_clud1_d.dds,512x512,BC7_UNORM
683,6-3_output\dun\d2d1\texture\_d2d1_p0_leaf1_d.dds,1024x512,BC1_UNORM
683,7-0_output\dun\d2d1\texture\_d2d1_p0_leaf1_d.dds,1024x512,BC7_UNORM
684,6-3_output\dun\d2d1\texture\_d2d1_p1_flow1_d.dds,512x512,BC2_UNORM
684,7-0_output\dun\d2d1\texture\_d2d1_p1_flow1_d.dds,512x512,BC7_UNORM
685,6-3_output\dun\d2d1\texture\_d2d1_p1_flow1_n.dds,512x512,BC3_UNORM
685,7-0_output\dun\d2d1\texture\_d2d1_p1_flow1_n.dds,512x512,BC7_UNORM
686,6-3_output\dun\d2d1\texture\_d2d1_p1_flow2_d.dds,512x512,BC1_UNORM
686,7-0_output\dun\d2d1\texture\_d2d1_p1_flow2_d.dds,512x512,BC7_UNORM
687,6-3_output\dun\d2d1\texture\_d2d1_p1_flow2_n.dds,512x512,BC3_UNORM
687,7-0_output\dun\d2d1\texture\_d2d1_p1_flow2_n.dds,512x512,BC7_UNORM
688,6-3_output\dun\d2d1\texture\_d2d1_p1_flow3_d.dds,512x512,BC1_UNORM
688,7-0_output\dun\d2d1\texture\_d2d1_p1_flow3_d.dds,512x512,BC7_UNORM
689,6-3_output\dun\d2d1\texture\_d2d1_p1_flow3_n.dds,512x512,BC3_UNORM
689,7-0_output\dun\d2d1\texture\_d2d1_p1_flow3_n.dds,512x512,BC7_UNORM
690,6-3_output\dun\d2d1\texture\_d2d1_p1_ibr02_d.dds,1024x512,BC1_UNORM
690,7-0_output\dun\d2d1\texture\_d2d1_p1_ibr02_d.dds,1024x512,BC7_UNORM
691,6-3_output\dun\d2d1\texture\_d2d1_p1_tree1_d.dds,512x512,BC1_UNORM
691,7-0_output\dun\d2d1\texture\_d2d1_p1_tree1_d.dds,512x512,BC7_UNORM
692,6-3_output\dun\d2d1\texture\_d2d1_p1_tree1_n.dds,512x512,BC3_UNORM
692,7-0_output\dun\d2d1\texture\_d2d1_p1_tree1_n.dds,512x512,BC7_UNORM
693,6-3_output\dun\d2d1\texture\_d2d1_p1_tref1_d.dds,512x512,BC1_UNORM
693,7-0_output\dun\d2d1\texture\_d2d1_p1_tref1_d.dds,512x512,BC7_UNORM
694,6-3_output\dun\d2d1\texture\_d2d1_p1_tref1_n.dds,512x512,BC3_UNORM
694,7-0_output\dun\d2d1\texture\_d2d1_p1_tref1_n.dds,512x512,BC7_UNORM
695,6-3_output\dun\d2d1\texture\_d2d1_p1_tref2_d.dds,256x256,BC1_UNORM
695,7-0_output\dun\d2d1\texture\_d2d1_p1_tref2_d.dds,256x256,BC7_UNORM
696,6-3_output\dun\d2d1\texture\_d2d1_p1_tref2_n.dds,256x256,BC3_UNORM
696,7-0_output\dun\d2d1\texture\_d2d1_p1_tref2_n.dds,256x256,BC7_UNORM
697,6-3_output\dun\d2d1\texture\_d2d1_p1_tref3_d.dds,512x512,BC1_UNORM
697,7-0_output\dun\d2d1\texture\_d2d1_p1_tref3_d.dds,512x512,BC7_UNORM
698,6-3_output\dun\d2d2\texture\d2d2_n4_visk1_d.dds,512x512,BC1_UNORM
698,7-0_output\dun\d2d2\texture\d2d2_n4_visk1_d.dds,512x512,BC7_UNORM
699,6-3_output\dun\d2d2\texture\d2d2_p1_trsh1_d.dds,512x512,BC1_UNORM
699,7-0_output\dun\d2d2\texture\d2d2_p1_trsh1_d.dds,512x512,BC7_UNORM
700,6-3_output\dun\d2d2\texture\_d2d2_p1_bark2_d.dds,512x512,BC1_UNORM
700,7-0_output\dun\d2d2\texture\_d2d2_p1_bark2_d.dds,512x512,BC7_UNORM
701,6-3_output\dun\d2d2\texture\_d2d2_t1_kin02_d.dds,512x512,BC1_UNORM
701,7-0_output\dun\d2d2\texture\_d2d2_t1_kin02_d.dds,512x512,BC7_UNORM
702,6-3_output\dun\d2d3\texture\d2d3_a2_emv01_d.dds,1024x512,BC1_UNORM
702,7-0_output\dun\d2d3\texture\d2d3_a2_emv01_d.dds,1024x512,BC7_UNORM
703,6-3_output\dun\d2d3\texture\d2d3_a2_mtl03_d.dds,256x256,BC1_UNORM
703,7-0_output\dun\d2d3\texture\d2d3_a2_mtl03_d.dds,256x256,BC7_UNORM
706,6-3_output\dun\d2d4\texture\d2d4_a1_sgro1_n.dds,512x512,BC3_UNORM
706,7-0_output\dun\d2d4\texture\d2d4_a1_sgro1_n.dds,512x512,BC7_UNORM
707,6-3_output\dun\d2d4\texture\d2d4_a1_ston1_n.dds,512x512,BC3_UNORM
707,7-0_output\dun\d2d4\texture\d2d4_a1_ston1_n.dds,512x512,BC7_UNORM
708,6-3_output\dun\d2d4\texture\d2d4_a1_ston3_n.dds,512x512,BC3_UNORM
708,7-0_output\dun\d2d4\texture\d2d4_a1_ston3_n.dds,512x512,BC7_UNORM
709,6-3_output\dun\d2d4\texture\d2d4_a1_ston4_n.dds,512x512,BC3_UNORM
709,7-0_output\dun\d2d4\texture\d2d4_a1_ston4_n.dds,512x512,BC7_UNORM
710,6-3_output\dun\d2d4\texture\d2d4_a3_labo4_n.dds,512x512,BC3_UNORM
710,7-0_output\dun\d2d4\texture\d2d4_a3_labo4_n.dds,512x512,BC7_UNORM
711,6-3_output\dun\d2d4\texture\d2d4_p2_clny2_n.dds,1024x1024,BC3_UNORM
711,7-0_output\dun\d2d4\texture\d2d4_p2_clny2_n.dds,1024x1024,BC7_UNORM
712,6-3_output\dun\d2d4\texture\d2d4_p2_clny3_n.dds,512x512,BC3_UNORM
712,7-0_output\dun\d2d4\texture\d2d4_p2_clny3_n.dds,512x512,BC7_UNORM
713,6-3_output\dun\d2d4\texture\d2d4_p2_lef01_d.dds,512x1024,BC1_UNORM
713,7-0_output\dun\d2d4\texture\d2d4_p2_lef01_d.dds,512x1024,BC7_UNORM
714,6-3_output\dun\d2d4\texture\d2d4_p2_plnt1_d.dds,512x256,BC1_UNORM
714,7-0_output\dun\d2d4\texture\d2d4_p2_plnt1_d.dds,512x256,BC7_UNORM
715,6-3_output\dun\d2d4\texture\d2d4_p2_plnt3_d.dds,128x256,BC1_UNORM
715,7-0_output\dun\d2d4\texture\d2d4_p2_plnt3_d.dds,128x256,BC7_UNORM
716,6-3_output\dun\d2d4\texture\d2d4_p2_plnt5_d.dds,256x512,BC1_UNORM
716,7-0_output\dun\d2d4\texture\d2d4_p2_plnt5_d.dds,256x512,BC7_UNORM
717,6-3_output\dun\d2d4\texture\d2d4_p2_plnt6_d.dds,512x512,BC1_UNORM
717,7-0_output\dun\d2d4\texture\d2d4_p2_plnt6_d.dds,512x512,BC7_UNORM
718,6-3_output\dun\d2d4\texture\d2d4_p2_plta1_d.dds,512x1024,BC1_UNORM
718,7-0_output\dun\d2d4\texture\d2d4_p2_plta1_d.dds,512x1024,BC7_UNORM
719,6-3_output\dun\d2d4\texture\d2d4_p2_plta2_d.dds,64x256,BC1_UNORM
719,7-0_output\dun\d2d4\texture\d2d4_p2_plta2_d.dds,64x256,BC7_UNORM
720,6-3_output\dun\d2d4\texture\d2d4_p2_pltb1_d.dds,512x512,BC1_UNORM
720,7-0_output\dun\d2d4\texture\d2d4_p2_pltb1_d.dds,512x512,BC7_UNORM
721,6-3_output\dun\d2d4\texture\d2d4_p2_pltb2_d.dds,128x256,BC1_UNORM
721,7-0_output\dun\d2d4\texture\d2d4_p2_pltb2_d.dds,128x256,BC7_UNORM
722,6-3_output\dun\d2d4\texture\d2d4_p2_pltb3_d.dds,128x256,BC1_UNORM
722,7-0_output\dun\d2d4\texture\d2d4_p2_pltb3_d.dds,128x256,BC7_UNORM
723,6-3_output\dun\d2d4\texture\d2d4_p2_pltb4_d.dds,128x256,BC1_UNORM
723,7-0_output\dun\d2d4\texture\d2d4_p2_pltb4_d.dds,128x256,BC7_UNORM
724,6-3_output\dun\d2d4\texture\d2d4_p2_pltc1_d.dds,512x1024,BC1_UNORM
724,7-0_output\dun\d2d4\texture\d2d4_p2_pltc1_d.dds,512x1024,BC7_UNORM
725,6-3_output\dun\d2d4\texture\d2d4_p2_pltc2_d.dds,128x512,BC1_UNORM
725,7-0_output\dun\d2d4\texture\d2d4_p2_pltc2_d.dds,128x512,BC7_UNORM
726,6-3_output\dun\d2d4\texture\d2d4_p2_pltc3_d.dds,128x512,BC1_UNORM
726,7-0_output\dun\d2d4\texture\d2d4_p2_pltc3_d.dds,128x512,BC7_UNORM
727,6-3_output\dun\d2d4\texture\d2d4_p2_pltc4_d.dds,128x256,BC1_UNORM
727,7-0_output\dun\d2d4\texture\d2d4_p2_pltc4_d.dds,128x256,BC7_UNORM
728,6-3_output\dun\d2d4\texture\d2d4_p2_sabo2_d.dds,512x512,BC1_UNORM
728,7-0_output\dun\d2d4\texture\d2d4_p2_sabo2_d.dds,512x512,BC7_UNORM
729,6-3_output\dun\d2d4\texture\d2d4_p2_sbo1b_d.dds,128x256,BC1_UNORM
729,7-0_output\dun\d2d4\texture\d2d4_p2_sbo1b_d.dds,128x256,BC7_UNORM
730,6-3_output\dun\d2d4\texture\d2d4_p2_tree1_d.dds,512x1024,BC1_UNORM
730,7-0_output\dun\d2d4\texture\d2d4_p2_tree1_d.dds,512x1024,BC7_UNORM
731,6-3_output\dun\d2d4\texture\d2d4_p3_ibr03_n.dds,1024x512,BC3_UNORM
731,7-0_output\dun\d2d4\texture\d2d4_p3_ibr03_n.dds,1024x512,BC7_UNORM
732,6-3_output\dun\d2d4\texture\d2d4_t2_clny3_n.dds,1024x1024,BC3_UNORM
732,7-0_output\dun\d2d4\texture\d2d4_t2_clny3_n.dds,1024x1024,BC7_UNORM
733,6-3_output\dun\d2d4\texture\d2d4_t2_clny5_n.dds,512x512,BC3_UNORM
733,7-0_output\dun\d2d4\texture\d2d4_t2_clny5_n.dds,512x512,BC7_UNORM
734,6-3_output\dun\d2d4\texture\d2d4_t2_clny6_n.dds,1024x1024,BC3_UNORM
734,7-0_output\dun\d2d4\texture\d2d4_t2_clny6_n.dds,1024x1024,BC7_UNORM
735,6-3_output\dun\d2d4\texture\_d2d4_a1_fenc1_d.dds,512x512,BC1_UNORM
735,7-0_output\dun\d2d4\texture\_d2d4_a1_fenc1_d.dds,512x512,BC7_UNORM
736,6-3_output\dun\d2d4\texture\_d2d4_p1_emif1_d.dds,1024x1024,BC1_UNORM
736,7-0_output\dun\d2d4\texture\_d2d4_p1_emif1_d.dds,1024x1024,BC7_UNORM
737,6-3_output\dun\d2d4\texture\_d2d4_p1_flow2_d.dds,512x512,BC1_UNORM
737,7-0_output\dun\d2d4\texture\_d2d4_p1_flow2_d.dds,512x512,BC7_UNORM
738,6-3_output\dun\d2d4\texture\_d2d4_p1_flow3_d.dds,512x512,BC1_UNORM
738,7-0_output\dun\d2d4\texture\_d2d4_p1_flow3_d.dds,512x512,BC7_UNORM
739,6-3_output\dun\d2d4\texture\_d2d4_p1_ikgk1_d.dds,256x256,BC1_UNORM
739,7-0_output\dun\d2d4\texture\_d2d4_p1_ikgk1_d.dds,256x256,BC7_UNORM
740,6-3_output\dun\d2d4\texture\_d2d4_p1_leaf1_d.dds,1024x1024,BC1_UNORM
740,7-0_output\dun\d2d4\texture\_d2d4_p1_leaf1_d.dds,1024x1024,BC7_UNORM
741,6-3_output\dun\d2d4\texture\_d2d4_p1_leaf2_d.dds,512x512,BC1_UNORM
741,7-0_output\dun\d2d4\texture\_d2d4_p1_leaf2_d.dds,512x512,BC7_UNORM
742,6-3_output\dun\d2d4\texture\_d2d4_p1_leaf4_d.dds,256x256,BC1_UNORM
742,7-0_output\dun\d2d4\texture\_d2d4_p1_leaf4_d.dds,256x256,BC7_UNORM
743,6-3_output\dun\d2d4\texture\_d2d4_p1_mang1_d.dds,512x512,BC1_UNORM
743,7-0_output\dun\d2d4\texture\_d2d4_p1_mang1_d.dds,512x512,BC7_UNORM
744,6-3_output\dun\d2d4\texture\_d2d4_p1_mang2_d.dds,512x512,BC1_UNORM
744,7-0_output\dun\d2d4\texture\_d2d4_p1_mang2_d.dds,512x512,BC7_UNORM
745,6-3_output\dun\d2d4\texture\_d2d4_p1_yasi1_d.dds,512x1024,BC1_UNORM
745,7-0_output\dun\d2d4\texture\_d2d4_p1_yasi1_d.dds,512x1024,BC7_UNORM
746,6-3_output\dun\d2d4\texture\_d2d4_p2_leaf1_d.dds,1024x512,BC1_UNORM
746,7-0_output\dun\d2d4\texture\_d2d4_p2_leaf1_d.dds,1024x512,BC7_UNORM
747,6-3_output\dun\d2d4\texture\_d2d4_p2_leaf2_d.dds,512x512,BC1_UNORM
747,7-0_output\dun\d2d4\texture\_d2d4_p2_leaf2_d.dds,512x512,BC7_UNORM
748,6-3_output\dun\d2d4\texture\_d2d4_p3_ibr01_d.dds,1024x512,BC1_UNORM
748,7-0_output\dun\d2d4\texture\_d2d4_p3_ibr01_d.dds,1024x512,BC7_UNORM
749,6-3_output\dun\d2d4\texture\_d2d4_p3_lsdw1_d.dds,1024x1024,BC1_UNORM
749,7-0_output\dun\d2d4\texture\_d2d4_p3_lsdw1_d.dds,1024x1024,BC7_UNORM
750,6-3_output\dun\d2d4\texture\_d2d4_p3_trea1_d.dds,512x512,BC1_UNORM
750,7-0_output\dun\d2d4\texture\_d2d4_p3_trea1_d.dds,512x512,BC7_UNORM
751,6-3_output\dun\d2d5\texture\d2d5_a0_col01_d.dds,32x32,BC3_UNORM
751,7-0_output\dun\d2d5\texture\d2d5_a0_col01_d.dds,32x32,BC1_UNORM
752,6-3_output\dun\d2d5\texture\d2d5_a0_emv01_d.dds,2048x2048,BC3_UNORM
752,7-0_output\dun\d2d5\texture\d2d5_a0_emv01_d.dds,2048x2048,BC7_UNORM
753,6-3_output\dun\d2d5\texture\d2d5_a0_emv02_d.dds,1024x1024,BC1_UNORM
753,7-0_output\dun\d2d5\texture\d2d5_a0_emv02_d.dds,1024x1024,BC7_UNORM
754,6-3_output\dun\d2d5\texture\d2d5_a0_emv03_d.dds,2048x2048,BC3_UNORM
754,7-0_output\dun\d2d5\texture\d2d5_a0_emv03_d.dds,2048x2048,BC7_UNORM
755,6-3_output\dun\d2d5\texture\d2d5_a0_g0003_d.dds,512x512,BC1_UNORM
755,7-0_output\dun\d2d5\texture\d2d5_a0_g0003_d.dds,512x512,BC7_UNORM
756,6-3_output\dun\d2d5\texture\d2d5_a0_g0006_n.dds,256x256,BC3_UNORM
756,7-0_output\dun\d2d5\texture\d2d5_a0_g0006_n.dds,256x256,BC7_UNORM
757,6-3_output\dun\d2d5\texture\d2d5_a0_stn04_n.dds,512x512,BC3_UNORM
757,7-0_output\dun\d2d5\texture\d2d5_a0_stn04_n.dds,512x512,BC7_UNORM
758,6-3_output\dun\d2d5\texture\d2d5_a0_stn10_d.dds,1024x2048,BC1_UNORM
758,7-0_output\dun\d2d5\texture\d2d5_a0_stn10_d.dds,1024x2048,BC7_UNORM
759,6-3_output\dun\d2d5\texture\d2d5_a0_stn12_n.dds,1024x1024,BC3_UNORM
759,7-0_output\dun\d2d5\texture\d2d5_a0_stn12_n.dds,1024x1024,BC7_UNORM
760,6-3_output\dun\d2d5\texture\d2d5_a0_stn13_n.dds,1024x1024,BC3_UNORM
760,7-0_output\dun\d2d5\texture\d2d5_a0_stn13_n.dds,1024x1024,BC7_UNORM
761,6-3_output\dun\d2d5\texture\d2d5_a0_stn22_n.dds,512x512,BC3_UNORM
761,7-0_output\dun\d2d5\texture\d2d5_a0_stn22_n.dds,512x512,BC7_UNORM
